year,session_name,session_path,session_type,people_min,people_max,confidence,evidence,notes,venue_type,venue_basis
2015,2015.05.14 한국지역난방공사(6회차.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.05.14 한국지역난방공사(6회차.백경훈팀장),,,,,,no_supported_images_found: no_files,N/A,-
2015,2015.05.19 KCC신입사원(용인.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.05.19 KCC신입사원(용인.백경훈팀장),,,,,,no_supported_images_found: no_files,N/A,-
2015,2015.07.01 한국지역난방(용인flc.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.07.01 한국지역난방(용인flc.백경훈팀장),,,,,,no_supported_images_found: no_files,N/A,-
2015,2015.05.14 연천군.청산중학교(대표님),j:\공유 드라이브\2015 사진 영상\2015.05.14 연천군.청산중학교(대표님),GROUP,60,100,B,direct_counting_of_seated_students_and_vest_colors,,인도어,evidence
2015,2015.08.18 삼다수 제1회 제주 물 아카데미(제주도. 대표님),j:\공유 드라이브\2015 사진 영상\2015.08.18 삼다수 제1회 제주 물 아카데미(제주도. 대표님),GROUP,25,40,B,Direct count of students during indoor stretching session,,혼합,name+evidence
2015,2015.01.04 여천NCC.한화리조트설악.윤종성,j:\공유 드라이브\2015 사진 영상\2015.01.04 여천NCC.한화리조트설악.윤종성,GROUP,14,20,A,direct_count_from_group_photo_and_vest_numbers_up_to_9,,인도어,name
2015,2015.01.09 삼성SDI(울산.대표님),j:\공유 드라이브\2015 사진 영상\2015.01.09 삼성SDI(울산.대표님),GROUP,40,60,A,"Direct count of approximately 50 people during warm-up formation with 4-5 color-coded teams (Red, Yellow, Green, White, Blue).",,불명,-
2015,2015.01.09 삼성SDI.천안사업장복지동.백경훈,j:\공유 드라이브\2015 사진 영상\2015.01.09 삼성SDI.천안사업장복지동.백경훈,GROUP,48,72,A,"6 vest colors (purple, blue, orange, yellow, beige, pink) x 8-12 members per team",,불명,-
2015,2015.01.12 휴셋(대표님.화성),j:\공유 드라이브\2015 사진 영상\2015.01.12 휴셋(대표님.화성),SMALL,16,30,B,"two team colors (blue, pink) visible with 4 rowing machines",,인도어,evidence
2015,2015.02.25 금융감독원(피앤씨),j:\공유 드라이브\2015 사진 영상\2015.02.25 금융감독원(피앤씨),GROUP,40,60,A,direct_counting_from_group_exercise_photos,,불명,-
2015,2015.04.09 한국지역난방(백경훈팀장.1회차.곤지암),j:\공유 드라이브\2015 사진 영상\2015.04.09 한국지역난방(백경훈팀장.1회차.곤지암),GROUP,32,60,B,"3 vest colors (Purple, Lime, Red) with 8-15 people per team",,불명,-
2015,2015.04.16 김포중학교(대표님),j:\공유 드라이브\2015 사진 영상\2015.04.16 김포중학교(대표님),GROUP,32,60,A,"4 team colors (Red, Green, Yellow, Orange) and 4 rowing machines visible",,인도어,evidence
2015,2015.04.20 양평공직자(2회.대표님),j:\공유 드라이브\2015 사진 영상\2015.04.20 양평공직자(2회.대표님),GROUP,48,75,A,"5 teams identified by vest colors (Pink, Lime, Beige, Orange, Purple) with approximately 10-15 members per team",,아웃도어,name
2015,2015.04.22 수성구청공직자(1회차.단양.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.04.22 수성구청공직자(1회차.단양.백경훈팀장),GROUP,70,85,A,scorecard showing 9 columns with approximately 8-10 names per team,,혼합,name+evidence
2015,2015.04.23 양평공직자(3회.대표님),j:\공유 드라이브\2015 사진 영상\2015.04.23 양평공직자(3회.대표님),GROUP,40,75,B,5 color bibs visible with 8 to 15 members each per rule,,아웃도어,name
2015,2015.04.23 한국지역난방(백경훈팀장.3회차),j:\공유 드라이브\2015 사진 영상\2015.04.23 한국지역난방(백경훈팀장.3회차),GROUP,32,60,A,"4 color-coded teams (Blue, Red, Pink, Yellow) x 8-15 persons per team",,불명,-
2015,2015.04.29 수성구청공직자(2회차.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.04.29 수성구청공직자(2회차.백경훈팀장),GROUP,48,75,A,"Multiple color-coded teams (orange, green, pink, purple, light-blue) with at least 8-15 members each observed across group shots.",,아웃도어,name
2015,2015.04.29 한국지역난방(4회차.대표님),j:\공유 드라이브\2015 사진 영상\2015.04.29 한국지역난방(4회차.대표님),GROUP,20,35,B,"Four distinct team colors (Purple, Yellow, Black, Red) visible with at least 18 people counted across frames",,불명,-
2015,2015.05.07 KCC(백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.05.07 KCC(백경훈팀장),GROUP,32,60,B,"4 vest colors (Pink, Purple, Yellow, Orange) identified",,불명,-
2015,2015.05.07 한국지역난방공사(5회차.대표님),j:\공유 드라이브\2015 사진 영상\2015.05.07 한국지역난방공사(5회차.대표님),GROUP,20,25,A,direct_counting_from_group_shots_with_bib_numbers,,불명,-
2015,2015.05.13 삼성메디슨(미사리),j:\공유 드라이브\2015 사진 영상\2015.05.13 삼성메디슨(미사리),GROUP,15,25,B,Approximately 5 people on the boat and 10+ people on the dock visible across multiple photos,,아웃도어,name
2015,2015.05.15 SPtek.양평펜션(백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.05.15 SPtek.양평펜션(백경훈팀장),GROUP,24,45,B,"3 colors of vests (orange, blue, purple) with team numbers visible up to 50",,불명,-
2015,2015.05.18 양평공직자(4회차.대표님),j:\공유 드라이브\2015 사진 영상\2015.05.18 양평공직자(4회차.대표님),GROUP,80,120,A,10 numbered group tags visible with 8-12 participants per team,,아웃도어,name
2015,2015.05.21 한국지역난방(7회차.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.05.21 한국지역난방(7회차.백경훈팀장),GROUP,24,45,B,"four different colored vests visible in group shot (Pink, Orange, Red, Beige)",,불명,-
2015,2015.05.26 양평군공직자(5회차.양평대명리조트.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.05.26 양평군공직자(5회차.양평대명리조트.백경훈팀장),GROUP,48,90,B,"Six distinct vest colors (Green, Purple, Light Green, White, Blue, Red) identified in photos multiplied by 8-15 people per team",,혼합,name+evidence
2015,2015.05.27 양평공직자(대명리조트.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.05.27 양평공직자(대명리조트.백경훈팀장),GROUP,32,60,B,"at least 4 bib colors (yellow, lime, pink, blue) with multiple participants per team",,혼합,name+evidence
2015,2015.05.29 롯데면세점.미사리(대표님),j:\공유 드라이브\2015 사진 영상\2015.05.29 롯데면세점.미사리(대표님),GROUP,16,24,A,"Direct count of 16 people visible in group orientation photo with two vest colors (pink, orange)",,아웃도어,name
2015,2015.06.04 양평공직자.대명리조트(백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.06.04 양평공직자.대명리조트(백경훈팀장),GROUP,80,150,B,"The leaderboard shows 10 lanes, suggesting 10 teams of 8-15 people each based on standard rowing session rules.",,혼합,name+evidence
2015,2015.06.04 한국지역난방(9회차.대표님),j:\공유 드라이브\2015 사진 영상\2015.06.04 한국지역난방(9회차.대표님),GROUP,20,30,A,direct_counting_from_indoor_lecture_shot,,인도어,evidence
2015,2015.07.03 맥심코리아(미사리.대표님),j:\공유 드라이브\2015 사진 영상\2015.07.03 맥심코리아(미사리.대표님),GROUP,16,20,A,direct_counting_from_warmup_shots,,아웃도어,name
2015,2015.07.07 세메스(cnp.천안.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.07.07 세메스(cnp.천안.백경훈팀장),GROUP,24,45,B,"3 colors of vests(orange, light green, yellow) x 8-15 people per team",,인도어,name
2015,2015.07.10 메이블(미사리.대표님),j:\공유 드라이브\2015 사진 영상\2015.07.10 메이블(미사리.대표님),GROUP,12,20,B,"Multiple vest colors (yellow, black, green, white) and about 12 people visible in a single frame.",,아웃도어,name
2015,2015.07.16 환경부(생산성본부.미사리.백팀장님),j:\공유 드라이브\2015 사진 영상\2015.07.16 환경부(생산성본부.미사리.백팀장님),GROUP,20,30,A,direct_count_from_stretching_shots_with_vest_colors,,혼합,name+evidence
2015,2015.08.28 한국농어촌공사(대구.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.08.28 한국농어촌공사(대구.백경훈팀장),MEGA,90,110,A,Handwritten participant list shows 10 columns with up to 12 rows each.,,불명,-
2015,2015.09.11 KLA-Tenco(미사리.대표님),j:\공유 드라이브\2015 사진 영상\2015.09.11 KLA-Tenco(미사리.대표님),GROUP,16,30,B,"two team colors(light-blue, red) and at least 4 rowing machines observed",,혼합,name+evidence
2015,2015.10.16 인천 대부도(백팀장),j:\공유 드라이브\2015 사진 영상\2015.10.16 인천 대부도(백팀장),GROUP,45,60,A,"Direct count of approximately 50 people in the group photo including participants in red, pink, orange, and purple vests plus coaches.",,아웃도어,name
2015,2015.11.05 태광(미사리.대표님.팀스포츠),j:\공유 드라이브\2015 사진 영상\2015.11.05 태광(미사리.대표님.팀스포츠),GROUP,60,80,A,Direct count of participants in the seating group photo (approx. 60-70) and 6+ team vest colors,,아웃도어,name
2015,2015.04.04 푸르덴셜로잉팀,j:\공유 드라이브\2015 사진 영상\2015.04.04 푸르덴셜로잉팀,SMALL,8,12,A,direct_counting_from_indoor_and_dock_scenes,,혼합,name+evidence
2015,2015.05.20 서울특별시장애인체육회후원,j:\공유 드라이브\2015 사진 영상\2015.05.20 서울특별시장애인체육회후원,GROUP,12,20,B,counting_visible_participants_in_orange_uniforms,,불명,-
2015,2015.02.12 DSME 대우조선해양,j:\공유 드라이브\2015 사진 영상\2015.02.12 DSME 대우조선해양,GROUP,40,60,B,"4+ color teams visible (orange, pink, blue, beige) with at least 8 rowing machines",,인도어,evidence
2015,2015.04.04 서울대 정기훈련 및 2015년 시조식,j:\공유 드라이브\2015 사진 영상\2015.04.04 서울대 정기훈련 및 2015년 시조식,GROUP,35,50,B,Direct count of people on the dock and boats across multiple wide shots,,아웃도어,evidence
2015,2015.04.04 서울대 신입생 수상훈련,j:\공유 드라이브\2015 사진 영상\2015.04.04 서울대 정기훈련 및 2015년 시조식\2015.04.04 서울대 신입생 수상훈련,GROUP,20,30,A,direct_counting_from_group_shots_on_the_dock,,아웃도어,name
2015,2015.05.06 컬쳐캡코리아 촬영협조,j:\공유 드라이브\2015 사진 영상\2015.05.06 컬쳐캡코리아 촬영협조,GROUP,15,25,B,Direct count from group shot on the pier and camera crew visibility,,아웃도어,evidence
2015,2015.02.02 ADT캡스(양평.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.02.02 ADT캡스(양평.백경훈팀장),GROUP,48,90,B,"6 vest colors (Green, Lime, White, SkyBlue, Purple, Pink) with 8-15 members per team",,불명,-
2015,2015.01.15 현대파워텍 팀스포츠 용감독촬영원본,j:\공유 드라이브\2015 사진 영상\2015.01.15 현대파워텍 팀스포츠 용감독촬영원본,GROUP,32,60,B,four_vest_colors_with_8_to_15_per_team,,불명,-
2015,2015.01.27 롯데정보통신 팀스포츠,j:\공유 드라이브\2015 사진 영상\2015.01.27 롯데정보통신 팀스포츠,GROUP,45,60,B,"two teams visible (neon-green, orange) with approx 25-30 members each",,불명,-
2015,2015.01.07 현대해상 팀스포츠,j:\공유 드라이브\2015 사진 영상\2015.01.07 현대해상 팀스포츠,GROUP,20,30,A,direct_counting_from_group_shot_and_colored_vests,,불명,-
2015,2015.03.21 금파중학교 김포청소년수련원(대표님),j:\공유 드라이브\2015 사진 영상\2015.03.21 금파중학교 김포청소년수련원(대표님),GROUP,48,90,B,"6 vest colors (pink, orange, lime, yellow, skyblue, beige) x 8-15 people",,불명,-
2015,2015.04.21 김포중학교(대표님),j:\공유 드라이브\2015 사진 영상\2015.04.21 김포중학교(대표님),GROUP,32,60,A,"4 teams visible (Red, Yellow, Green, Black) with approx 8-15 students per team",,불명,-
2015,2015.04.22 유한킴벌리.대전유성.대표님,j:\공유 드라이브\2015 사진 영상\2015.04.22 유한킴벌리.대전유성.대표님,GROUP,24,45,B,three_colored_vests_blue_green_yellow_visible,,불명,-
2015,2015.04.30 서울대멘토링데이.미사리.대표님,j:\공유 드라이브\2015 사진 영상\2015.04.30 서울대멘토링데이.미사리.대표님,GROUP,32,60,A,"4 vest colors (blue, red, purple, yellow) with at least 8-15 members per team visible across outdoor stations",,아웃도어,name
2015,2015.04.16 양평군한마음교육.양평한화리조트.대표님,j:\공유 드라이브\2015 사진 영상\2015.04.16 양평군한마음교육.양평한화리조트.대표님,GROUP,45,65,A,direct_count_from_group_standing_shot_and_5_vest_colors,,인도어,name
2015,2015.04.24 SK브로드밴드 미사리,j:\공유 드라이브\2015 사진 영상\2015.04.24 SK브로드밴드 미사리,GROUP,32,60,B,"observed 4 vest colors (blue, green, orange, yellow) with at least 8 machines in rows",,아웃도어,name
2015,2015.03.31_04.01  HRD 컨퍼런스 사진,j:\공유 드라이브\2015 사진 영상\_2015.03.31 [HRD 컨퍼런스]\2015.03.31_04.01  HRD 컨퍼런스 사진,MEGA,80,150,B,conference hall and expo booths with dozens of seated attendees visible,,인도어,name
2015,2015.03.16 실내조정선수권대회,,,,,,,excluded,N/A,-
2015,2015.02.28 실내조정대회,,,,,,,excluded,N/A,-
2015,2015.01.24 국민카드임원단 양평블룸비스타,j:\공유 드라이브\2015 사진 영상\2015.01.24 국민카드임원단 양평블룸비스타,MEGA,64,120,A,8 lanes displayed on monitor and at least 8 distinct team vest colors visible,,인도어,name
2015,2015.12.18 국립생태원 윤대표 (사진 없음),j:\공유 드라이브\2015 사진 영상\2015.12.18 국립생태원 윤대표 (사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2015,2015.11.30 KSPO 윤대표 (사진 없음),j:\공유 드라이브\2015 사진 영상\2015.11.30 KSPO 윤대표 (사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2015,2015.11.24 삼성화재 윤대표 (사진 없음),j:\공유 드라이브\2015 사진 영상\2015.11.24 삼성화재 윤대표 (사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2015,2015.11.20 기업은행 윤대표(사진 없음),j:\공유 드라이브\2015 사진 영상\2015.11.20 기업은행 윤대표(사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2015,2015.11.19 한국지역난방공사 윤대표(사진 없음),j:\공유 드라이브\2015 사진 영상\2015.11.19 한국지역난방공사 윤대표(사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2015,2015.11.09 삼성생명 시연 윤대표(사진 없음),j:\공유 드라이브\2015 사진 영상\2015.11.09 삼성생명 시연 윤대표(사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2015,2015.10.24 미디어로그(사진 없음),j:\공유 드라이브\2015 사진 영상\2015.10.24 미디어로그(사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2015,2015.10.08 오릭스캐피탈 윤대표(사진 없음),j:\공유 드라이브\2015 사진 영상\2015.10.08 오릭스캐피탈 윤대표(사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2015,2015.10.07 인천농협중앙회 윤대표(사진 없음),j:\공유 드라이브\2015 사진 영상\2015.10.07 인천농협중앙회 윤대표(사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2015,2015.09.17 대우조선해양 FLC,j:\공유 드라이브\2015 사진 영상\2015.09.17 대우조선해양 FLC,GROUP,48,90,A,"6 colored vest teams (Orange, Purple, Green, Navy, Yellow, Skyblue) with 8-15 people per team",,인도어,name
2015,2015.08.28 프뢰벨 윤대표 (사진 없음),j:\공유 드라이브\2015 사진 영상\2015.08.28 프뢰벨 윤대표 (사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2015,2015.08.27 대우조선해양 윤대표(사진 없음),j:\공유 드라이브\2015 사진 영상\2015.08.27 대우조선해양 윤대표(사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2015,2015.07.01 삼성애니카 손해사정(미사리.대표님),j:\공유 드라이브\2015 사진 영상\2015.07.01 삼성애니카 손해사정(미사리.대표님),GROUP,24,45,A,"4 colored vest teams visible (Red, Blue, Yellow, White) with 20+ people in group shot",,아웃도어,name
2015,2015.05.21 LG디스플레이 융합기술3팀(파주.대표님),j:\공유 드라이브\2015 사진 영상\2015.05.21 LG디스플레이 융합기술3팀(파주.대표님),GROUP,16,25,A,manual_count_from_vest_colors_and_indoor_session,,인도어,evidence
2015,2015.02.24 대우조선해양DSME.중공업사관학교4기 거제도_백경훈,j:\공유 드라이브\2015 사진 영상\2015.02.24 대우조선해양DSME.중공업사관학교4기 거제도_백경훈,GROUP,48,90,B,"6 teams shown on racing screen, estimated 8-15 people per team",,아웃도어,name
2015,2015.06.08 파리바게트 미사리(백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.06.08 파리바게트 미사리(백경훈팀장),GROUP,30,45,A,direct_counting_from_group_shots_and_4_team_colors,,아웃도어,name
2015,2015.06.09 파리바게트 미사리(백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.06.09 파리바게트 미사리(백경훈팀장),GROUP,45,60,A,direct_counting_from_warmup_session_photos,,아웃도어,name
2015,2015.06.19 파리바게트 부산(백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.06.19 파리바게트 부산(백경훈팀장),GROUP,24,45,B,"Multiple team bibs (Purple, Pink, Orange, Blue) and outdoor rowing session observation",,아웃도어,name
2016,2016.06.29,j:\공유 드라이브\2016 사진 영상\2016.06.29,GROUP,20,40,B,Multiple teams identified by yellow and blue vests with at least 8 rowing machines visible across scenes,,인도어,evidence
2016,2016.08.20,j:\공유 드라이브\2016 사진 영상\2016.08.20,GROUP,16,30,B,Multiple rowing shells visible with 4-8 crew members each plus spectators.,,아웃도어,evidence
2016,2016.09.22,j:\공유 드라이브\2016 사진 영상\2016.09.22,SMALL,10,15,B,direct counting of individuals in rowing shells across photos,,아웃도어,evidence
2016,2016.09.30,j:\공유 드라이브\2016 사진 영상\2016.09.30,GROUP,16,30,B,"2 vest colors(red, pink) observed with 8-15 people per team rule",,불명,-
2016,2016.10.14,j:\공유 드라이브\2016 사진 영상\2016.10.14,GROUP,16,30,B,"two vest colors (pink, light blue) seen in group formation with roughly 8-15 per team",,불명,-
2016,2016.05.18,,,,,,,folder_not_found,N/A,-
2016,2016.06.21 미사리 용감독촬영(홈페이지.홍보물제작용 소스),j:\공유 드라이브\2016 사진 영상\2016.06.21 미사리 용감독촬영(홈페이지.홍보물제작용 소스),GROUP,15,45,B,"3 boats with different vest colors (pink, orange, yellow) each carrying 5 people",,아웃도어,name
2016,2016.10.30 바이애슬론,j:\공유 드라이브\2016 사진 영상\2016.10.30 바이애슬론,MEGA,80,150,B,Approximately 10 rowing machines visible with large crowds in queue and multiple event booths,,인도어,evidence
2016,2016.10.29 바이애슬론,j:\공유 드라이브\2016 사진 영상\2016.10.29 바이애슬론,GROUP,10,30,B,5_rowing_machines_with_1_to_3_rotations,,불명,-
2016,2016.09.24 은민,j:\공유 드라이브\2016 사진 영상\2016.09.24 은민,GROUP,32,60,A,"4 colored vest teams (lime, orange, blue, green) and 10+ rowing machines visible",,인도어,evidence
2016,2016.09.03 서울시청스포츠재능나눔.올림픽공원,j:\공유 드라이브\2016 사진 영상\2016.09.03 서울시청스포츠재능나눔.올림픽공원,SMALL,10,30,B,approx_10_rowing_machines_with_1_3_rotations_visible,,아웃도어,name
2016,2016.08 현대.비전스컬링,j:\공유 드라이브\2016 사진 영상\2016.08 현대.비전스컬링,GROUP,24,45,B,"multiple teams identified by green, purple, and orange vests with approximately 8-15 members per group",,불명,-
2016,2016.08.10,j:\공유 드라이브\2016 사진 영상\2016.08 현대.비전스컬링\2016.08.10,GROUP,35,50,A,direct_counting_of_colored_vest_teams_in_group_shot,,불명,-
2016,2016.08.09,j:\공유 드라이브\2016 사진 영상\2016.08 현대.비전스컬링\2016.08.09,GROUP,40,100,B,"2 vest colors (green, orange) with approx 10+ rowing machines visible in auditorium and practice room",,인도어,evidence
2016,2016.08.02,j:\공유 드라이브\2016 사진 영상\2016.08 현대.비전스컬링\2016.08.02,MEGA,120,180,A,"Large-scale group shot in auditorium with multiple colored vest teams (blue, orange, green, purple)",,인도어,evidence
2016,2016.08.03,j:\공유 드라이브\2016 사진 영상\2016.08 현대.비전스컬링\2016.08.03,GROUP,24,45,B,"Multiple color vests (Purple, Sky Blue, Red/Orange) with approximately 8-15 members per team visible",,불명,-
2016,2016.05.24 삼성웰스토리.노블카운티,j:\공유 드라이브\2016 사진 영상\2016.05.24 삼성웰스토리.노블카운티,GROUP,48,90,B,"6 vest colors (red, blue, purple, light blue, green, yellow) x 8-15 people",,인도어,name
2016,2016.06.24-26 해양레저쇼.해운대,j:\공유 드라이브\2016 사진 영상\2016.06.24-26 해양레저쇼.해운대,GROUP,10,30,B,rowing machines visible with 1-3 rotations and multiple beach participants,,혼합,name+evidence
2016,2016.05.21-28 강동구청.한마음조정교실,j:\공유 드라이브\2016 사진 영상\2016.05.21-28 강동구청.한마음조정교실,GROUP,10,25,B,Multiple rowers in boats and several ergometers visible with participants,,혼합,name+evidence
2016,2016.05.21,j:\공유 드라이브\2016 사진 영상\2016.05.21-28 강동구청.한마음조정교실\2016.05.21,GROUP,10,30,B,Multiple groups of 4-8 people observed across rowing boats and indoor training sessions.,,혼합,name+evidence
2016,2016.05.28,j:\공유 드라이브\2016 사진 영상\2016.05.21-28 강동구청.한마음조정교실\2016.05.28,GROUP,10,20,B,Multiple coxed four boats visible with unique participants across shots,,아웃도어,evidence
2016,2016.06.22 BNF통상,j:\공유 드라이브\2016 사진 영상\2016.06.22 BNF통상,GROUP,32,60,B,"four color teams (pink, purple, cyan, yellow) visible with at least 8-15 members per group",,불명,-
2016,2016.05.18 로레알.대명홍천소노펠리체,j:\공유 드라이브\2016 사진 영상\2016.05.18 로레알.대명홍천소노펠리체,MEGA,120,150,A,direct counting of mega group photo shows over 120 individuals,,인도어,name
2016,2016.05.14 강동구청조정교실.미사리,j:\공유 드라이브\2016 사진 영상\2016.05.14 강동구청조정교실.미사리,GROUP,16,30,B,multiple boats (4-5 people per boat) and at least 3 rowing machines visible,,혼합,name+evidence
2016,2016.05.15 파리바게뜨.미사리,j:\공유 드라이브\2016 사진 영상\2016.05.15 파리바게뜨.미사리,GROUP,48,90,B,"6 vest colors (White, Pink, Purple, Red, Orange, Yellow) observed",,아웃도어,name
2016,2016.10.15 여성리더,j:\공유 드라이브\2016 사진 영상\2016.10.15 여성리더,GROUP,24,45,B,"3 vest colors (Pink, Purple, Red) observed with multiple participants",,불명,-
2016,2016.10.06 지역난방공사 김선영(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.10.06 지역난방공사 김선영(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.03.31 한국지역난방공사 윤대표(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.03.31 한국지역난방공사 윤대표(사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2016,2016.07.01 협동조합의날 김선영(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.07.01 협동조합의날 김선영(사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2016,2016.01.10 현대해상 윤대표 (사진 없음),j:\공유 드라이브\2016 사진 영상\2016.01.10 현대해상 윤대표 (사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2016,2016.05.26 한국지역난방공사 한난SOS 황창호(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.05.26 한국지역난방공사 한난SOS 황창호(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.04.28 한국지역난방공사 한난SOS 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.04.28 한국지역난방공사 한난SOS 윤종성(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.05.12 한국지역난방공사 한난SOS 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.05.12 한국지역난방공사 한난SOS 윤종성(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.05.19 한국지역난방공사 한난SOS 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.05.19 한국지역난방공사 한난SOS 윤종성(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.09.22 한국지역난방공사 한난SOS 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.09.22 한국지역난방공사 한난SOS 윤종성(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.09.29 한국지역난방공사 한난SOS 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.09.29 한국지역난방공사 한난SOS 윤종성(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.05.18 파리바게뜨 충주,j:\공유 드라이브\2016 사진 영상\2016.05.18 파리바게뜨 충주,GROUP,30,50,B,Multiple rowing boats visible with approximately 5 members per boat across at least 6-8 boats,,아웃도어,name
2016,2016.04.22 파리바게트 QSV 조직활성화 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.04.22 파리바게트 QSV 조직활성화 윤종성(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.06.16 삼성웰스토리 기흥 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.06.16 삼성웰스토리 기흥 윤종성(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.06.23 삼성웰스토리 기흥 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.06.23 삼성웰스토리 기흥 윤종성(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.10.19 메트라이프 미사리 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.10.19 메트라이프 미사리 윤종성(사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2016,2016.09.27 구찌코리아 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.09.27 구찌코리아 윤종성(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.01.08 LG디스플레이 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.01.08 LG디스플레이 윤종성(사진 없음),,,,,,no_supported_images_found: no_files,N/A,-
2016,2016.09.29 KCC 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.09.29 KCC 윤종성(사진 없음),,,,,,no_supported_images_found: .pptx:1,N/A,-
2017,2017.03.03.팀플_유안타_가평,j:\공유 드라이브\2017 사진 영상\2017.03.03.팀플_유안타_가평,GROUP,40,60,A,"4 team colors (orange, pink, beige, purple) with approx 10-15 members each observed",,아웃도어,name
2017,2017.03.16 티움_현대차3차수2일차_미사리,j:\공유 드라이브\2017 사진 영상\2017.03.16 티움_현대차3차수2일차_미사리,GROUP,30,45,A,"Visible team vests in yellow, red, and green with approximately 10-15 members each.",,아웃도어,name
2017,2017.03.08 티움_현대차2차수1일차_마북,j:\공유 드라이브\2017 사진 영상\2017.03.08 티움_현대차2차수1일차_마북,MEGA,80,120,A,"Multiple color-coded teams (yellow, blue, red) visible with 30+ members per group in auditorium shots",,인도어,name
2017,2017.03.09 티움_현대차2차수2일차_미사리,j:\공유 드라이브\2017 사진 영상\2017.03.09 티움_현대차2차수2일차_미사리,GROUP,20,35,A,direct_counting_from_boat_boarding_shots,,아웃도어,name
2017,2017.03.15 티움_현대차3차수1일차_파주,j:\공유 드라이브\2017 사진 영상\2017.03.15 티움_현대차3차수1일차_파주,GROUP,40,75,A,"4 team colors (yellow, blue, red, green) and 5 visible rowing machines",,인도어,evidence
2017,2017.02.16 티움_현대차.1차수_남양주,j:\공유 드라이브\2017 사진 영상\2017.02.16 티움_현대차.1차수_남양주,GROUP,30,45,B,Direct count of visible participants in purple vests (approx. 32) and visible rowing machines (12+ units),,인도어,evidence
2017,2017.02.10 유안타증권 샤크패밀리 인도어,j:\공유 드라이브\2017 사진 영상\2017.02.10 유안타증권 샤크패밀리 인도어,,,,,,no_supported_images_found: .pptx:2,N/A,-
